EmployeeID,Year,PerformanceRating,GoalsAchieved,ReviewerNotes
1853,2024,4,89%,Consistent delivery with focus on key deliverables.
1853,2025,3,85%,Consistent delivery with focus on key deliverables.
1853,2026,4,85%,Consistent delivery with focus on key deliverables.
1854,2024,3,70%,Consistent delivery with focus on key deliverables.
1854,2025,5,75%,Consistent delivery with focus on key deliverables.
1854,2026,4,94%,Consistent delivery with focus on key deliverables.
1856,2024,2,80%,Needs improvement in deadlines and upskilling.
1856,2025,2,89%,Needs improvement in deadlines and upskilling.
1856,2026,2,92%,Needs improvement in deadlines and upskilling.
1857,2024,3,71%,Consistent delivery with focus on key deliverables.
1857,2025,3,77%,Consistent delivery with focus on key deliverables.
1857,2026,2,92%,Needs improvement in deadlines and upskilling.
1858,2024,3,95%,Consistent delivery with focus on key deliverables.
1858,2025,2,96%,Needs improvement in deadlines and upskilling.
1858,2026,3,78%,Consistent delivery with focus on key deliverables.
1859,2024,2,74%,Needs improvement in deadlines and upskilling.
1859,2025,3,91%,Consistent delivery with focus on key deliverables.
1859,2026,3,81%,Consistent delivery with focus on key deliverables.
1860,2024,4,81%,Consistent delivery with focus on key deliverables.
1860,2025,3,75%,Consistent delivery with focus on key deliverables.
1860,2026,4,96%,Consistent delivery with focus on key deliverables.
1862,2024,3,92%,Consistent delivery with focus on key deliverables.
1862,2025,3,94%,Consistent delivery with focus on key deliverables.
1862,2026,2,72%,Needs improvement in deadlines and upskilling.
1863,2024,3,94%,Consistent delivery with focus on key deliverables.
1863,2025,3,90%,Consistent delivery with focus on key deliverables.
1863,2026,3,77%,Consistent delivery with focus on key deliverables.
1864,2024,3,93%,Consistent delivery with focus on key deliverables.
1864,2025,5,72%,Consistent delivery with focus on key deliverables.
1864,2026,4,70%,Consistent delivery with focus on key deliverables.
1865,2024,3,82%,Consistent delivery with focus on key deliverables.
1865,2025,4,98%,Consistent delivery with focus on key deliverables.
1865,2026,2,76%,Needs improvement in deadlines and upskilling.
1866,2024,3,70%,Consistent delivery with focus on key deliverables.
1866,2025,4,89%,Consistent delivery with focus on key deliverables.
1866,2026,3,73%,Consistent delivery with focus on key deliverables.
1867,2024,2,87%,Needs improvement in deadlines and upskilling.
1867,2025,2,88%,Needs improvement in deadlines and upskilling.
1867,2026,4,98%,Consistent delivery with focus on key deliverables.
1868,2024,3,91%,Consistent delivery with focus on key deliverables.
1868,2025,4,79%,Consistent delivery with focus on key deliverables.
1868,2026,5,82%,Consistent delivery with focus on key deliverables.
1869,2024,4,90%,Consistent delivery with focus on key deliverables.
1869,2025,5,97%,Consistent delivery with focus on key deliverables.
1869,2026,3,89%,Consistent delivery with focus on key deliverables.
1870,2024,2,94%,Needs improvement in deadlines and upskilling.
1870,2025,3,81%,Consistent delivery with focus on key deliverables.
1870,2026,4,71%,Consistent delivery with focus on key deliverables.
1871,2024,3,91%,Consistent delivery with focus on key deliverables.
1871,2025,3,81%,Consistent delivery with focus on key deliverables.
1871,2026,2,82%,Needs improvement in deadlines and upskilling.
1873,2024,3,81%,Consistent delivery with focus on key deliverables.
1873,2025,4,93%,Consistent delivery with focus on key deliverables.
1873,2026,5,85%,Consistent delivery with focus on key deliverables.
1875,2024,4,93%,Consistent delivery with focus on key deliverables.
1875,2025,3,95%,Consistent delivery with focus on key deliverables.
1875,2026,2,77%,Needs improvement in deadlines and upskilling.
1876,2024,4,70%,Consistent delivery with focus on key deliverables.
1876,2025,3,70%,Consistent delivery with focus on key deliverables.
1876,2026,3,87%,Consistent delivery with focus on key deliverables.
1878,2024,5,72%,Consistent delivery with focus on key deliverables.
1878,2025,3,84%,Consistent delivery with focus on key deliverables.
1878,2026,4,91%,Consistent delivery with focus on key deliverables.
1880,2024,4,97%,Consistent delivery with focus on key deliverables.
1880,2025,2,90%,Needs improvement in deadlines and upskilling.
1880,2026,3,76%,Consistent delivery with focus on key deliverables.
1881,2024,3,94%,Consistent delivery with focus on key deliverables.
1881,2025,4,72%,Consistent delivery with focus on key deliverables.
1881,2026,3,86%,Consistent delivery with focus on key deliverables.
1882,2024,3,85%,Consistent delivery with focus on key deliverables.
1882,2025,3,91%,Consistent delivery with focus on key deliverables.
1882,2026,2,82%,Needs improvement in deadlines and upskilling.
1883,2024,4,72%,Consistent delivery with focus on key deliverables.
1883,2025,3,96%,Consistent delivery with focus on key deliverables.
1883,2026,3,87%,Consistent delivery with focus on key deliverables.
1885,2024,4,73%,Consistent delivery with focus on key deliverables.
1885,2025,3,75%,Consistent delivery with focus on key deliverables.
1885,2026,4,80%,Consistent delivery with focus on key deliverables.
1886,2024,2,95%,Needs improvement in deadlines and upskilling.
1886,2025,2,87%,Needs improvement in deadlines and upskilling.
1886,2026,2,94%,Needs improvement in deadlines and upskilling.
1888,2024,3,78%,Consistent delivery with focus on key deliverables.
1888,2025,4,79%,Consistent delivery with focus on key deliverables.
1888,2026,3,73%,Consistent delivery with focus on key deliverables.
1890,2024,3,93%,Consistent delivery with focus on key deliverables.
1890,2025,4,77%,Consistent delivery with focus on key deliverables.
1890,2026,3,85%,Consistent delivery with focus on key deliverables.
1892,2024,3,86%,Consistent delivery with focus on key deliverables.
1892,2025,3,75%,Consistent delivery with focus on key deliverables.
1892,2026,3,87%,Consistent delivery with focus on key deliverables.
1893,2024,3,90%,Consistent delivery with focus on key deliverables.
1893,2025,2,74%,Needs improvement in deadlines and upskilling.
1893,2026,4,93%,Consistent delivery with focus on key deliverables.
1898,2024,2,93%,Needs improvement in deadlines and upskilling.
1898,2025,3,77%,Consistent delivery with focus on key deliverables.
1898,2026,3,74%,Consistent delivery with focus on key deliverables.
1900,2024,2,89%,Needs improvement in deadlines and upskilling.
1900,2025,2,78%,Needs improvement in deadlines and upskilling.
1900,2026,3,70%,Consistent delivery with focus on key deliverables.
1903,2024,3,90%,Consistent delivery with focus on key deliverables.
1903,2025,3,84%,Consistent delivery with focus on key deliverables.
1903,2026,2,76%,Needs improvement in deadlines and upskilling.
1905,2024,4,88%,Consistent delivery with focus on key deliverables.
1905,2025,5,84%,Consistent delivery with focus on key deliverables.
1905,2026,4,89%,Consistent delivery with focus on key deliverables.
1907,2024,3,95%,Consistent delivery with focus on key deliverables.
1907,2025,3,81%,Consistent delivery with focus on key deliverables.
1907,2026,2,84%,Needs improvement in deadlines and upskilling.
1908,2024,3,86%,Consistent delivery with focus on key deliverables.
1908,2025,2,71%,Needs improvement in deadlines and upskilling.
1908,2026,4,87%,Consistent delivery with focus on key deliverables.
1909,2024,4,98%,Consistent delivery with focus on key deliverables.
1909,2025,4,74%,Consistent delivery with focus on key deliverables.
1909,2026,5,71%,Consistent delivery with focus on key deliverables.
1911,2024,3,85%,Consistent delivery with focus on key deliverables.
1911,2025,3,94%,Consistent delivery with focus on key deliverables.
1911,2026,3,77%,Consistent delivery with focus on key deliverables.
1912,2024,4,71%,Consistent delivery with focus on key deliverables.
1912,2025,3,74%,Consistent delivery with focus on key deliverables.
1912,2026,3,79%,Consistent delivery with focus on key deliverables.
1915,2024,2,94%,Needs improvement in deadlines and upskilling.
1915,2025,3,98%,Consistent delivery with focus on key deliverables.
1915,2026,4,77%,Consistent delivery with focus on key deliverables.
1916,2024,2,88%,Needs improvement in deadlines and upskilling.
1916,2025,2,96%,Needs improvement in deadlines and upskilling.
1916,2026,3,77%,Consistent delivery with focus on key deliverables.
1918,2024,4,99%,Consistent delivery with focus on key deliverables.
1918,2025,3,97%,Consistent delivery with focus on key deliverables.
1918,2026,3,74%,Consistent delivery with focus on key deliverables.
1922,2024,2,88%,Needs improvement in deadlines and upskilling.
1922,2025,3,88%,Consistent delivery with focus on key deliverables.
1922,2026,2,93%,Needs improvement in deadlines and upskilling.
1924,2024,3,90%,Consistent delivery with focus on key deliverables.
1924,2025,4,79%,Consistent delivery with focus on key deliverables.
1924,2026,2,91%,Needs improvement in deadlines and upskilling.
1927,2024,3,85%,Consistent delivery with focus on key deliverables.
1927,2025,2,72%,Needs improvement in deadlines and upskilling.
1927,2026,3,81%,Consistent delivery with focus on key deliverables.
1928,2024,3,97%,Consistent delivery with focus on key deliverables.
1928,2025,4,70%,Consistent delivery with focus on key deliverables.
1928,2026,3,95%,Consistent delivery with focus on key deliverables.
1929,2024,3,92%,Consistent delivery with focus on key deliverables.
1929,2025,3,73%,Consistent delivery with focus on key deliverables.
1929,2026,4,80%,Consistent delivery with focus on key deliverables.
1931,2024,3,92%,Consistent delivery with focus on key deliverables.
1931,2025,4,76%,Consistent delivery with focus on key deliverables.
1931,2026,2,94%,Needs improvement in deadlines and upskilling.
1932,2024,3,94%,Consistent delivery with focus on key deliverables.
1932,2025,2,87%,Needs improvement in deadlines and upskilling.
1932,2026,2,99%,Needs improvement in deadlines and upskilling.
1933,2024,2,70%,Needs improvement in deadlines and upskilling.
1933,2025,4,84%,Consistent delivery with focus on key deliverables.
1933,2026,2,76%,Needs improvement in deadlines and upskilling.
1934,2024,3,93%,Consistent delivery with focus on key deliverables.
1934,2025,3,96%,Consistent delivery with focus on key deliverables.
1934,2026,2,85%,Needs improvement in deadlines and upskilling.
1935,2024,3,70%,Consistent delivery with focus on key deliverables.
1935,2025,4,70%,Consistent delivery with focus on key deliverables.
1935,2026,4,85%,Consistent delivery with focus on key deliverables.
1936,2024,4,71%,Consistent delivery with focus on key deliverables.
1936,2025,4,96%,Consistent delivery with focus on key deliverables.
1936,2026,3,94%,Consistent delivery with focus on key deliverables.
1937,2024,3,99%,Consistent delivery with focus on key deliverables.
1937,2025,3,74%,Consistent delivery with focus on key deliverables.
1937,2026,2,77%,Needs improvement in deadlines and upskilling.
1938,2024,2,93%,Needs improvement in deadlines and upskilling.
1938,2025,3,82%,Consistent delivery with focus on key deliverables.
1938,2026,3,73%,Consistent delivery with focus on key deliverables.
1939,2024,3,91%,Consistent delivery with focus on key deliverables.
1939,2025,4,84%,Consistent delivery with focus on key deliverables.
1939,2026,3,82%,Consistent delivery with focus on key deliverables.
1940,2024,3,78%,Consistent delivery with focus on key deliverables.
1940,2025,3,74%,Consistent delivery with focus on key deliverables.
1940,2026,2,97%,Needs improvement in deadlines and upskilling.
1941,2024,3,96%,Consistent delivery with focus on key deliverables.
1941,2025,3,89%,Consistent delivery with focus on key deliverables.
1941,2026,3,91%,Consistent delivery with focus on key deliverables.
1943,2024,4,98%,Consistent delivery with focus on key deliverables.
1943,2025,2,75%,Needs improvement in deadlines and upskilling.
1943,2026,3,98%,Consistent delivery with focus on key deliverables.
1944,2024,3,80%,Consistent delivery with focus on key deliverables.
1944,2025,3,99%,Consistent delivery with focus on key deliverables.
1944,2026,2,85%,Needs improvement in deadlines and upskilling.
1945,2024,3,94%,Consistent delivery with focus on key deliverables.
1945,2025,3,96%,Consistent delivery with focus on key deliverables.
1945,2026,3,70%,Consistent delivery with focus on key deliverables.
1947,2024,3,74%,Consistent delivery with focus on key deliverables.
1947,2025,3,97%,Consistent delivery with focus on key deliverables.
1947,2026,3,75%,Consistent delivery with focus on key deliverables.
1948,2024,3,74%,Consistent delivery with focus on key deliverables.
1948,2025,3,94%,Consistent delivery with focus on key deliverables.
1948,2026,2,99%,Needs improvement in deadlines and upskilling.
1949,2024,3,70%,Consistent delivery with focus on key deliverables.
